	130A1	130A2	130A3	130G1	130G2	130G3
TMEM243	1774.41997991311	2243.28441957289	2391.49095805	1318.55377478091	1405.73358940393	1513.16006141358
TP53TG1	484.419330866172	654.68435121261	1193.57730952541	333.139914265585	402.185359366247	329.736571915935
TP53TG1_1	0	0	0	0	0	0
TP53TG1_2	0	0	0	0	0	0
CROT	5967.36814763135	4729.00958592048	4214.92150720688	2819.18401922048	2543.34360589703	2668.83872608982
ABCB4	99.024946088665	71.6945399022455	59.6246612387805	101.042436458931	47.8792094483627	81.1002571702623
ABCB1	27.6556155743118	11.3201905108809	17.3453559967361	11.0046217925569	23.9396047241814	11.7381951167485
HNRNPA1P9	0	0	0	0	0	0
RUNDC3B	514.751296334772	484.881493549397	411.952204922483	274.115124650962	258.547731021159	293.454877918712
SLC25A40	6427.70032944893	4872.39866572497	3889.69608226808	5893.47517999569	5469.72088738096	5559.63605075088
DBF4	7045.93715502952	6099.69598694631	5574.36378345108	7386.10206313158	7182.83900144337	7649.03478153211
ADAM22	1111.57732276105	809.393621527982	691.646070369854	1245.52310288485	1117.50074852479	1157.81288197019
SRI	2380.16717265368	3017.77412035899	4071.82232023381	2716.14074243563	2652.50820343929	2774.48248214055
CTB-167B5.1	3.56846652571766	2.83004762772022	0	2.00084032591943	0.957584188967254	3.20132594093141
AC003991.3	1.78423326285883	2.83004762772022	2.16816949959202	2.00084032591943	2.87275256690176	0
STEAP4	87.4274298800826	51.884206508204	49.8678984906164	83.0348735256564	66.0733090387405	61.8923015246739
EIF4A1P13	0	0	0	0	0	4.26843458790854
CTA-326K9.1	0	0	0	0	0	0
AC002069.6	0	0	0	0	0	0
AC002069.5	0	0	0	2.00084032591943	0.957584188967254	0
PQLC1P1	0	0	0	0	0	0
EEF1A1P28	0	0	0	0	0	0
AC006988.1	0	0	0	0	0	0
AC002127.4	0	0	0	0	7.66067351173803	0
AC002127.2	0	0	0	0	0	0
ZNF804B	86.5353132486532	46.2241112527635	26.0180339951042	164.068906725393	155.128638612695	150.462319223776
C7orf62	2.67634989428824	5.66009525544043	3.25225424938803	0	1.91516837793451	2.13421729395427
AC002383.2	0	0	0	4.00168065183886	0	0
RNU6-274P	0	0	0	0	0	0
STEAP2-AS1	0	0	0	0	0	0
RP5-1121E10.2	2.67634989428824	3.77339683696029	0	3.00126048887915	2.87275256690176	4.26843458790854
DPY19L2P4	27.6556155743118	24.5270794402419	31.4384577440843	14.005882281436	28.7275256690176	28.8119334683827
STEAP1	38.3610151514648	20.7536826032816	19.5135254963282	34.0142855406303	21.0668521572796	26.6777161744284
STEAP2	19.6265658914471	16.9802857663213	4.33633899918404	41.0172266813484	51.7095462042317	52.2883237018796
AC004969.1	0	0	0	0	0	0
CFAP69	152.55194397443	101.881714597928	99.7357969812328	63.0264702664621	97.6735872746599	84.3015831111937
AC002064.4	8.02904968286473	0	0	2.00084032591943	3.83033675586902	0
AC002064.5	1.78423326285883	0	8.67267799836807	0	0	0
GTPBP10	2499.71080126522	2058.38797456184	2005.55678712262	2435.02267664395	2433.22142416579	2393.52469516972
AC002064.7	0	0.943349209240072	0	0	0.957584188967254	0
CLDN12	4271.45443128404	3138.52281914172	2839.21795971575	2965.2453630126	2841.15228866584	2976.16601641923
CTB-13L3.1	0	0	0	0	0	0
CDK14	377.365335094642	319.795381932384	220.06920420859	1571.66007600971	1505.32234505652	1607.06562234757
AC006153.3	0	0	0	0	0	0
AC002456.2	6.2448164200059	0	0	8.00336130367773	0	0
TVP23CP1	1.78423326285883	3.77339683696029	0	3.00126048887915	0	2.13421729395427
PTP4A1P3	0	0	0	0	0	0
FZD1	3076.01814516862	3033.81105691607	2706.95962024063	2524.06007114736	2465.77928659068	2540.78568845256
RP11-115N4.1	0	3.77339683696029	4.33633899918404	0	0	0
NIPA2P1	0	0	0	0	0	0
RP11-142A5.1	1.78423326285883	0	0	0	0	0
CTB-111F10.1	0	0	0	0	0	0
MTERF1	2009.93877061047	2153.66624469508	1850.53266790179	1904.7999902753	1925.70180401315	2031.77486384447
AKAP9	9104.05022373717	6033.6615422995	4472.93367765833	12542.267583026	12722.4635346189	11570.6590591731
CYP51A1	372.012635306066	230.177207054578	84.5586104840887	592.248736472152	564.017087301713	466.326478729008
LRRD1	8.92116631429414	5.66009525544043	2.16816949959202	4.00168065183886	11.491010267607	2.13421729395427
CYP51A1-AS1	6.2448164200059	9.43349209240072	5.42042374898005	18.0075629332749	21.0668521572796	27.7448248214055
KRIT1	4848.65389181887	3995.0839011317	3072.29618092189	3914.64409766137	4210.49767888902	3750.88689412463
AC000120.7	12.4896328400118	9.43349209240072	0	19.0079830962346	11.491010267607	4.26843458790854
MIR1285-1	8.02904968286473	2.83004762772022	0	3.00126048887915	0	10.6710864697714
ANKIB1	11167.5159922334	7258.12881589311	5297.9221722531	11213.7096066155	11228.63219983	10780.99866041
TMBIM7P	0	6.6034444646805	9.75676274816408	2.00084032591943	1.91516837793451	1.06710864697714
CTB-10G5.1	0	0	0	0	0	0
GATAD1	7668.63456376725	7232.65838724363	6439.46341378829	6091.55837226171	6240.57615949959	6159.35111035203
AC007566.10	19.6265658914471	16.9802857663213	18.4294407465322	10.0042016295972	6.70308932277078	2.13421729395427
ERVW-1	1.78423326285883	0	4.33633899918404	0	0	0
PEX1	3388.25896616892	2797.03040539681	1873.2984476475	3204.34578195997	3137.04580305672	3111.68881458533
RBM48	1866.30799295034	1952.73286312695	1762.72180316831	1861.78192326803	1817.49479065985	1728.71600810296
RP5-1099C19.2	1.78423326285883	1.88669841848014	4.33633899918404	4.00168065183886	3.83033675586902	2.13421729395427
FAM133B	3186.64060746587	2699.86543684509	2078.19046535895	3154.32477381198	2827.7461100203	3107.42037999742
CDK6	4330.33412895838	3017.77412035899	2306.93234756591	2639.10838988773	2741.56353301325	2256.93478835664
RNU6-10P	0	0	0	0	0	0
AC002454.1	0	0	0	0	0	0
RN7SL7P	0	0	0	0	0	0
SAMD9	1554.06717195004	990.516669702076	632.021409131073	820.344533626967	749.78841996136	721.365445356544
SAMD9L	8.92116631429414	20.7536826032816	0	6.0025209777583	0	2.13421729395427
HEPACAM2	0	2.83004762772022	0	4.00168065183886	5.74550513380352	0
VPS50	3273.17592071452	3028.15096166063	2895.59036670514	2736.14914569482	2776.03656381607	2662.43607420795
CALCR	25691.1747519043	20574.446253526	16905.217588319	5956.50165026215	5954.25848699839	6364.23597057164
MIR653	4.46058315714707	0	0	0	0	0
MIR489	0	0	0	0	0	0
GNGT1	581.660043691978	448.090874389034	392.438679426155	369.155040132135	359.09407086272	324.401028681049
AC005024.1	0	0	0	0	0	0
AC002075.4	5.35269978857649	7.54679367392058	14.0931017473481	6.0025209777583	5.74550513380352	4.26843458790854
MIR4652	0	0	0	0	0	0
AC002075.3	0	0	6.50450849877605	0	0	0
NDUFAF4P2	2.67634989428824	1.88669841848014	4.33633899918404	4.00168065183886	0	1.06710864697714
TFPI2	847.510799857944	793.356684970901	826.072579344559	838.352096560242	958.541773156221	808.868354408669
AC002076.10	74.0456804086414	35.8472699511227	63.9610002379645	43.0180670072678	26.8123572910831	28.8119334683827
GS1-345D13.1	0	0	10.8408474979601	0	0	0
GNG11	12.4896328400118	10.3768413016408	10.8408474979601	12.0050419555166	0	0
RP11-455I9.1	4.46058315714707	2.83004762772022	2.16816949959202	0	0	0
BET1	1928.75615715039	1734.81919579249	1756.21729466953	1476.62016052854	1382.75156886871	1452.33486853588
AC006378.2	24.0871490485942	2.83004762772022	11.9249322477561	6.0025209777583	9.57584188967254	10.6710864697714
AC003092.1	0	0	0	0	0	0
AC003092.2	0	0	0	0	0	0
COL1A2	0	0	0	0	0	0
RNU6-1328P	0	0	0	0	0	0
CASD1	3482.82332910043	2342.3360865431	1557.82978545687	2579.08318011015	2623.78067777028	2474.62495233998
SGCE	32.1161987314589	43.3940636250433	31.4384577440843	89.0373945034147	87.1401611960201	71.4962793474681
PEG10	76.7220303029296	50.9408572989639	58.5405764889845	113.047478414448	69.9036457946095	25.6106075274513
RPS3AP25	82.9668467229355	112.258555899569	242.834983954306	65.0273105923815	56.497467149068	41.6172372321083
RNU6-956P	0	0	0	0	0	0
ATP5F1P2	0	0	0	0	0	0
GRPEL2P3	0	0	0	0	0	0
RN7SKP129	0	0	0	0	0	0
ARF1P1	0	0	0	0	0	0
PPP1R9A	1118.71425581249	730.152287951816	699.234663618426	514.215963761294	462.513163271184	377.756461029906
HINT1P2	0	0	0	0	0	0
AC002429.4	0	0	0	0	0	0
RNU4-16P	0	0	0	0	0	0
AC002429.5	0	0	0	0	0	0
AC002429.1	0	0	0	0	0	0
PON1	0	0	0	0	0	0
AC004022.7	0	0	0	0	0	0
AC004022.8	0	0	0	0	0	0
PON3	0	3.77339683696029	8.67267799836807	12.0050419555166	0	0
PON2	2417.63607117371	2395.16364226054	2580.1217045145	2405.01007175516	2253.19559663995	2351.90745793761
GS1-293C5.1	0	0	0	1.00042016295972	0	0
AC004012.1	0	0	0	0	0	0
ASB4	0	0	0	0	0	0
GS1-306C12.1	0	0	0	0	0	0
PDK4	192.697192388754	173.576254500173	168.033136218381	217.091175362258	215.456442517632	253.971857980558
AC002451.3	0	0	2.16816949959202	2.00084032591943	0.957584188967254	0
DYNC1I1	14.2738661028706	21.6970318125217	6.50450849877605	21.008823422154	19.1516837793451	21.3421729395427
GS1-25M2.1	0	0	0	0	0	0
SLC25A13	2895.81058561988	2623.45415089664	2363.3047545553	5156.16551989438	5025.40182370015	5102.91354984466
MIR591	0	0	0	0	0	0
AC096775.2	0	0	0	0	0	0
AC084368.1	0	0	0	0	0	0
RP11-440E5.1	0	0	0	0	0	0
RNU6-532P	0	0	0	0	0	0
RNU6-364P	0	0	0	0	0	0
RNU7-188P	0	0	0	0	0	0
AC004458.1	0	0	0	0	0	0
SHFM1	7334.09082698122	10354.200920619	16241.7577214438	8707.65709840137	8240.01194606322	8894.35057255443
MARK2P10	0	0	0	0	0	0
RN7SL252P	0	0	0	0	0	0
DLX6-AS1	0	0	0	0	0	0
Evf1_1	0	0	0	0	0	0
Evf1_2	0	0	0	0	0	0
DLX6	0	0	0	0	0	0
Evf-2_5p	0	0	0	0	0	0
DLX5	9.81328294572356	33.9605715326426	20.5976102461242	1.00042016295972	7.66067351173803	9.60397782279422
SDHAF3	0.892116631429414	0	0	1.00042016295972	0	0
HMGB3P21	0	0	0	0	0	0
AC073900.4	0	0	0	0	0	0
AC004745.1	0	0	0	0	0	0
AP1S2P1	0	0	0	0	0	0
RN7SKP104	0	0	0	0	0	0
TAC1	0	0	0	0	0	0
ASNS	5389.27657046509	6294.969273259	7424.89645135287	3611.51678828457	3522.95223121053	3878.93993176189
AC079781.5	0.892116631429414	0	0	0	0	0
SNRPCP9	0	0	0	0	0	0
RPS3AP29	0	0	0	0	0	0
AC079781.1	0	0	0	0	0	0
AC007875.2	0	0	0	0	0	0
AC079781.7	0	0	0	0	0	0
AC079781.8	0	0	4.33633899918404	0	0	0
OR7E7P	12.4896328400118	11.3201905108809	10.8408474979601	6.0025209777583	0.957584188967254	19.2079556455884
MIR5692A1	0.892116631429414	0	0	0	1.91516837793451	0
MIR5692C2	0	0	0	0	0	0
OR7E38P	502.26166349476	687.701573536012	958.330918819672	331.139073939666	363.881991807557	406.568394498289
AC004967.7	317.593520788872	310.361889839984	300.291475693495	215.090335036339	193.432006171385	214.488838042404
OCM2	0	1.88669841848014	0	0	0	0
RN7SL478P	0	0	0	0	0	0
LMTK2	4929.83650527894	3935.65290094958	3164.44338465455	6019.52812052861	6079.7020157531	5330.20769165079
BHLHA15	0	2.83004762772022	0	6.0025209777583	1.91516837793451	9.60397782279422
TECPR1	1324.79319767268	1229.18401963981	1131.78447878703	1062.44621306322	1195.06506783113	1209.03409702509
BRI3	2159.81436469061	2867.78159608982	4403.55225367139	1813.76175544597	1800.25827525844	1915.46002132396
BAIAP2L1	1703.05064939875	1687.65173533049	1982.7910073769	1718.72183996479	1915.16837793451	1804.48072203834
RP11-307C18.1	0	3.77339683696029	6.50450849877605	2.00084032591943	0	0
RPS3AP26	897.469331217991	1259.3711943355	1963.27748188057	743.312181079069	771.812856307607	770.452443117492
AC091654.7	0	0	0	0	0	0
AC074121.4	0	0	0	0	0	0
NPTX2	5.35269978857649	3.77339683696029	8.67267799836807	2.00084032591943	1.91516837793451	2.13421729395427
RNU6-393P	0	0	0	0	0	0
TMEM130	41.0373650457531	58.4876509728845	35.7747967432683	19.0079830962346	7.66067351173803	7.46976052883995
TRRAP	8334.15357081359	5933.66652612005	4476.18593190772	9602.03272408735	10177.204760344	9311.59005352249
MIR3609	1.78423326285883	5.66009525544043	2.16816949959202	6.0025209777583	1.91516837793451	7.46976052883995
AC004893.10	4.46058315714707	7.54679367392058	6.50450849877605	7.00294114071801	0	2.13421729395427
AC004893.11	139.170194502989	142.445730595251	107.324390229805	126.052940532924	113.952518487103	128.053037637256
SMURF1	5573.05259653955	5328.03633378793	4416.56127066894	6053.54240606924	6111.30229398902	5690.89041432906
KPNA7	97.2407128258062	131.12554008437	153.940034471033	100.042016295972	62.2429722828715	71.4962793474681
MYH16	48.1742980971884	36.7906191603628	28.1862034946962	70.0294114071801	56.497467149068	28.8119334683827
ARPC1A	16023.3068171037	18930.1885818205	22297.4551338043	20870.7654396656	21337.8484827573	22050.7330811355
ARPC1B	4617.59568427865	6279.87568591116	7989.70460599659	8169.43105072904	8332.89761239305	8011.85172150433
PDAP1	16249.9044414868	21985.6966705491	27457.6985428333	20174.4730062456	20565.0780422607	21156.4960349687
BUD31	3864.64924735222	4863.90852284181	6225.89871807848	3742.5718296323	3783.41513060962	3962.17440622611
PTCD1	260.498056377389	309.418540630744	341.486696185743	234.098318132574	242.268799808715	232.629685041016
ATP5J2-PTCD1	7.13693305143532	3.77339683696029	4.33633899918404	5.00210081479858	11.491010267607	1.06710864697714
CPSF4	3220.54103946019	3546.04967753343	3860.42579402359	3118.30964794543	3244.29523222106	3135.16520481882
AC073063.10	22.3029157857354	19.8103333940415	17.3453559967361	17.0071427703152	21.0668521572796	29.8790421153598
ATP5J2	4954.81577095897	7415.66813383621	11324.3492963691	5747.41383620357	5902.54894079415	5965.13733660219
ZNF789	1482.69784143569	1508.41538557488	1494.9528699687	1556.65377356532	1537.88020748141	1664.68948928433
ZNF394	2168.73553100491	2605.53051592108	3023.51236718107	1883.79116685315	1869.20433686408	1992.29184390631
ZKSCAN5	2706.68185975684	2985.70024724483	2611.56016225859	2766.16175058361	2655.3809560062	2658.16763962005
FAM200A	1323.90108104125	1273.5214324741	1214.17491977153	1187.49873343318	1136.65243230413	1183.42348949764
ZNF655	8.02904968286473	8.49014288316065	13.0090169975521	9.00378146663744	0	0
GS1-259H13.13	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0
GS1-259H13.2	1.78423326285883	0	0	0	0.957584188967254	0
ZSCAN25	1694.12948308446	1468.79471878679	1347.51734399644	1805.75839414229	1783.97934404599	1727.64889945598
GS1-259H13.7	4.46058315714707	3.77339683696029	3.25225424938803	6.0025209777583	16.2789312124433	0
CYP3A5	53.5269978857649	45.2807620435235	31.4384577440843	23.0096637480735	15.3213470234761	3.20132594093141
CYP3A7-CYP3A51P	0	0	0	0	0	0
CYP3A51P	0	0	0	0	0	0
CYP3A7	4.46058315714707	0	0	4.00168065183886	0	1.06710864697714
AC069294.1	0	1.88669841848014	5.42042374898005	2.00084032591943	5.74550513380352	3.20132594093141
CYP3A4	3.56846652571766	0	2.16816949959202	0	0	0
RP11-757A13.1	0	0	0	0	0	0
CYP3A137P	0	0	0	0	0	0
CYP3A43	5.35269978857649	1.88669841848014	0	0	0	0
CTD-3244O18.5	0	0	0	0	0	0
CYP3A52P	0	0	0	0	0	0
OR2AE1	0	0	0	0	0	0
TRIM4	4768.36339499022	4859.19177679561	4533.64242364691	4124.73233188291	4182.72773740897	4312.18604243461
GJC3	31.2240821000295	50.9408572989639	42.2793052420444	19.0079830962346	45.9640410704282	27.7448248214055
RP4-604G5.1	1.78423326285883	1.88669841848014	0	4.00168065183886	0	2.13421729395427
AZGP1	253.361123325954	333.002270861745	345.823035184927	212.08907454746	209.710937383829	261.441618509398
AZGP1P1	37.4688985200354	45.2807620435235	61.7928307383725	25.0105040739929	33.5154466138539	39.483019938154
RP4-604G5.3	0	2.83004762772022	0	0	0	4.26843458790854
ZKSCAN1	15033.0573562171	10035.3488878959	8227.11916620191	14310.0100109758	13376.4935356836	12463.8289966929
ZSCAN21	260.498056377389	264.13777858722	306.795984192271	299.125628724955	271.9539096667	277.448248214055
ZNF3	5019.94028505332	5477.08550884786	5180.84101927513	4238.78023046032	4244.01312550287	4324.99134619833
COPS6	8404.63078469651	11406.9786381309	15195.6159378907	10962.6041457126	10892.5201495025	11156.620904146
MCM7	23807.0244263254	29133.4536289611	31489.4097273247	37332.6792211677	37403.2384210609	38132.060391081
MIR25	52.6348812543355	52.827555717444	104.072135980417	87.0365541774953	73.7339825504786	83.2344744642166
MIR93	26.7634989428824	27.3571270679621	22.7657797457162	26.0109242369526	22.9820205352141	11.7381951167485
MIR106B	24.0871490485942	20.7536826032816	20.5976102461242	14.005882281436	22.0244363462468	9.60397782279422
AP4M1	1489.83477448712	1817.83392620562	2190.93527933773	1101.46259941865	1149.10102676071	1096.9876890925
TAF6	4174.21371845823	4412.98760082506	3240.32931714027	4547.91006081487	4647.15606905808	4553.35259665144
RP11-506M12.1	99.9170627200944	102.825063807168	30.3543729942883	62.0260501035024	87.1401611960201	51.2212150549025
CNPY4	972.407128258062	1252.76774987082	1228.26802151888	745.313021404988	797.667629409723	689.35218594723
MBLAC1	122.21997850583	106.598460644128	127.922000475929	108.045377599649	93.8432505187909	91.7713436400337
AC073842.19	0	3.77339683696029	2.16816949959202	1.00042016295972	4.78792094483627	2.13421729395427
RPL7P60	2.67634989428824	0.943349209240072	4.33633899918404	0	0	1.06710864697714
LAMTOR4	3431.08056447753	4957.30009455658	8050.41335198516	3303.38737809298	3213.6525381741	3489.44527561523
C7orf43	1746.76436433879	1900.84865661875	1957.85705813159	1406.59074912136	1385.62432143562	1403.24787077493
MIR4658	0	0	0	0	0	0
GAL3ST4	28.5477322057413	18.8669841848014	19.5135254963282	27.0113443999123	27.7699414800504	46.952780466994
GPC2	118.651511980112	124.522095619689	92.1472037326608	172.072268029071	173.322738203073	164.334731634479
STAG3	450.518898871854	344.322461372626	251.507661952674	312.131090843431	339.942387083375	352.145853502455
GATS	1503.21652395856	1751.79948155881	1654.31332818871	1036.43528882627	1142.39793743793	1094.85347179854
AC005071.3	41.0373650457531	23.5837302310018	10.8408474979601	25.0105040739929	24.8971889131486	16.006629704657
PVRIG	83.858963354365	36.7906191603628	17.3453559967361	40.0168065183886	33.5154466138539	45.8856718200168
AC005071.1	0	0	0	0	0	0
SPDYE3	630.726458420596	801.846827854061	945.32190182212	769.323105316022	779.473529819345	758.714248000744
PMS2P1	1120.49848907534	1437.66419488187	1787.65575241362	1080.45377599649	1104.09456987924	1088.45081991668
STAG3L5P	1414.00486081562	1251.82440066158	858.595121838439	1034.43444850035	1096.43389636751	1025.49140974503
STAG3L5P-PVRIG2P-PILRB	24.0871490485942	22.6403810217617	14.0931017473481	30.0126048887915	9.57584188967254	2.13421729395427
AC005071.4	4.46058315714707	0	1.08408474979601	6.0025209777583	4.78792094483627	4.26843458790854
PILRB	684.253456306361	650.91095437565	540.958290148209	556.233610605602	575.50809756932	609.319037423944
PVRIG2P	0	0	0	0	0	0
MIR6840	0	0	0	0	0	0
PILRA	32.1161987314589	39.620666788083	32.5225424938803	31.0130250517512	23.9396047241814	16.006629704657
AC005071.2	0	0	0	0	0	0
ZCWPW1	970.622894995203	1084.85159062608	1272.71549626051	969.407137907965	936.517336809974	831.277635995189
MEPCE	8258.32365714209	9225.9552663679	10177.3876310849	9828.12768091625	9714.69159707279	10035.089716173
RP11-758P17.2	0	0	0	2.00084032591943	0.957584188967254	2.13421729395427
PPP1R35	573.630994009113	762.226161065978	1012.53515630947	594.249576798071	567.847424057582	712.828576180727
RP11-758P17.3	30.3319654686001	31.1305239049224	41.1952204922483	16.0067226073555	9.57584188967254	21.3421729395427
C7orf61	16.0580993657295	22.6403810217617	19.5135254963282	7.00294114071801	15.3213470234761	18.1408469986113
TSC22D4	4995.85313600472	5878.00892277489	6516.43343102381	4089.71762617932	4236.35245199113	4382.6152131351
NYAP1	33.0083153628883	53.7709049266841	37.9429662428603	17.0071427703152	21.0668521572796	29.8790421153598
RP11-44M6.1	1.78423326285883	0	0	0	0	0
RN7SL416P	0	0	0	0	0	0
AGFG2	1401.51522797561	1635.76752882228	1505.79371746666	1762.74032713502	1732.26979784176	1734.05155133785
RP11-44M6.3	0	0	1.08408474979601	0	0	4.26843458790854
SAP25	0	0	0	0	0	0
RP11-44M6.7	125.788445031547	96.2216193424873	119.249322477561	84.0352936886162	96.7160030856927	129.120146284233
LRCH4	738.672570823555	721.662145068655	450.97925591514	886.372264382308	789.049371709017	836.613179230074
FBXO24	49.0664147286178	42.4507144158032	67.2132544873526	33.0138653776706	22.0244363462468	43.7514545260626
PCOLCE-AS1	6.2448164200059	4.71674604620036	4.33633899918404	8.00336130367773	4.78792094483627	2.13421729395427
PCOLCE	515.643412966202	706.568557720814	888.949494832727	286.120166606479	358.136486673753	307.327290329415
MOSPD3	1483.58995806712	1887.64176768938	2251.64402532631	1197.50293506278	1117.50074852479	1169.55107708694
TFR2	148.983477448712	206.593476823576	224.405543207774	37.0155460295095	22.9820205352141	38.4159112911769
ACTL6B	1.78423326285883	0.943349209240072	0	0	1.91516837793451	1.06710864697714
GNB2	24523.3940813632	31720.1171606974	36975.9626460423	28303.8872504563	28365.558845588	29150.2069094744
GIGYF1	10856.1672878645	10107.0434277981	8236.87592895008	8502.57096499463	8500.47484546231	8377.86998741749
POP7	2219.58617899638	3003.62388222039	4310.32096518893	2913.22351453869	2812.42476299683	2843.84454419407
EPO	0	1.88669841848014	0	6.0025209777583	3.83033675586902	0
ZAN	0	0	3.25225424938803	2.00084032591943	0.957584188967254	2.13421729395427
EPHB4	14632.4969887053	16357.6752882228	16573.4876548814	13833.810013407	13842.8370357106	14480.6643394797
RN7SL750P	0	0	0	2.00084032591943	1.91516837793451	2.13421729395427
SLC12A9	5234.9403932278	5077.10544413007	4651.80766137468	4206.76678524561	4491.06984625642	4328.19267213926
RP11-126L15.4	22.3029157857354	24.5270794402419	37.9429662428603	51.0214283109455	22.0244363462468	17.0737383516342
TRIP6	9277.12085023448	12445.6061175043	13947.8343908755	9079.81339902238	8940.96357238725	9562.36058556211
MIR6875	0	0	0	0	0	0
SRRT	16165.153361501	19515.0650915494	20614.9556021209	18079.593185008	18973.5731201972	18622.112998398
UFSP1	102.593412614383	122.635397201209	129.006085225725	104.04369694781	141.722459967154	117.381951167485
ACHE	69.5850972514943	104.711762225648	115.997068228173	82.0344533626967	120.655607809874	52.2883237018796
RN7SL549P	0	0	0	0	0	0
RP13-650G11.1	0	0	0	0	0	0
MUC3A	86.5353132486532	67.9211430652852	89.9790342330688	48.0201678220664	22.0244363462468	39.483019938154
RP11-395B7.2	1.78423326285883	0.943349209240072	0	0	0	0
MUC12	0	2.83004762772022	0	3.00126048887915	0	0
RP11-395B7.4	3.56846652571766	0	0	3.00126048887915	1.91516837793451	0
MUC17	0	0	0	0	0	0
RN7SKP54	0	0	0	0	0	0
TRIM56	7292.16134530403	6387.41749576453	5940.78442888213	6781.84828470391	6903.22441826493	6684.36856466478
SERPINE1	134.709611345842	91.504873296287	127.922000475929	125.052520369964	79.4794876842821	62.959410171651
AP1S1	13251.5004432525	17647.233657254	23462.846239835	14108.9255582209	14263.2164946673	14690.8847429342
MIR4653	28.5477322057413	27.3571270679621	21.6816949959202	47.0197476591066	22.9820205352141	26.6777161744284
VGF	534.377862226219	783.9231928785	946.405986571916	2220.93276177057	2167.97060382186	2075.52631837053
NAT16	8.02904968286473	9.43349209240072	10.8408474979601	0	11.491010267607	8.53686917581709
MOGAT3	0	0.943349209240072	0	0	0	1.06710864697714
DGAT2L7P	0	1.88669841848014	6.50450849877605	0	0	0
RPSAP46	0.892116631429414	2.83004762772022	0	0	0	0
PLOD3	5762.18132240259	7019.46146595538	7422.72828185327	9081.8142393483	9302.93039581687	9732.03086043148
ZNHIT1	7530.35648589569	10194.7749042575	14429.1680197849	7097.98105619919	6980.78873757128	7539.12259089346
CLDN15	536.162095489078	665.061192514251	606.003375135969	515.216383924254	450.064568814609	525.017454312751
FIS1	7029.87905566379	9691.02642652326	14885.567699449	7826.28693483386	7600.3457078331	8054.53606738342
RNU6-1104P	0	0	0	0	0	0
RP11-132A1.6	1.78423326285883	0	2.16816949959202	4.00168065183886	0	0
AZGP1P2	0	0	0	0	0	0
RP11-132A1.3	3.56846652571766	1.88669841848014	0	0	0	0
RP11-132A1.4	159.688877025865	161.312714780052	199.471593962466	304.127729539754	309.299693036423	396.964416675494
IFT22	2259.73142741071	2565.909849133	3370.41948711579	3146.32141250831	3312.28370963773	3101.01772811556
COL26A1	3.56846652571766	31.1305239049224	24.9339492453082	6.0025209777583	9.57584188967254	0
RP5-1106H14.1	0	0	0	0	0	0
LINC01007	0	0	0	0	0	0
MYL10	0	0	0	0	0	0
AC004953.1	0	0	0	0	0	0
CUX1	20177.0018530391	19155.6490428289	17708.5243879178	17470.3373057655	16533.6486067086	15983.1533144235
CTA-339C12.1	1.78423326285883	3.77339683696029	0	2.00084032591943	3.83033675586902	2.13421729395427
CTB-181H17.1	0	0	0	0	0	0
CTA-305I2.1	3.56846652571766	0	0	0	0	1.06710864697714
AC005086.3	1.78423326285883	0	0	0	0	0
AC005086.2	0	0	0	0	0	0
AC005086.1	0	0	3.25225424938803	0	0.957584188967254	1.06710864697714
AC005088.1	0	0	0	0	0	0
CTA-313A17.5	0	1.88669841848014	0	0	0	0
SH2B2	347.033369626042	455.637668062955	508.435747654328	393.165124043168	472.089005160856	466.326478729008
MIR4285	0	0	0	0	0	0
CTA-313A17.2	4.46058315714707	3.77339683696029	8.67267799836807	4.00168065183886	1.91516837793451	5.33554323488568
CTA-313A17.3	3.56846652571766	0	6.50450849877605	0	2.87275256690176	3.20132594093141
SPDYE6	100.809179351524	83.0147304131263	91.0631189828648	116.048738903327	110.122181731234	88.5700176991023
PRKRIP1	4078.75723889528	5113.89606329043	6388.51143054788	3355.40922656689	3491.35195297461	3477.70708049849
RP11-163E9.2	7.13693305143532	7.54679367392058	11.9249322477561	10.0042016295972	5.74550513380352	10.6710864697714
RP11-163E9.1	8.92116631429414	12.2635397201209	10.8408474979601	5.00210081479858	14.3637628345088	17.0737383516342
MIR548O	3.56846652571766	0	0	2.00084032591943	5.74550513380352	1.06710864697714
RP11-514P8.2	1.78423326285883	0	3.25225424938803	2.00084032591943	10.5334260786398	4.26843458790854
ORAI2	2272.22106025072	2377.24000728498	2277.66205932142	2892.21469111654	2862.21914082312	3019.91747094529
ALKBH4	1033.96317582669	1318.80219451762	1462.43032747482	1023.42982670779	1017.91199287219	1154.61155602926
LRWD1	1872.55280937034	2110.27218107004	2556.27184001899	2634.10628907293	2505.9978225273	2588.80557756653
MIR5090	0	0	0	0	0	0
MIR4467	0	0	0	0	0	0
POLR2J	4030.58294079809	5697.82922381003	8687.85518486522	4712.97938770322	4844.41841198534	4923.6392971525
AC093668.2	4.46058315714707	0.943349209240072	4.33633899918404	0	2.87275256690176	3.20132594093141
RASA4B	2.67634989428824	3.77339683696029	2.16816949959202	2.00084032591943	2.87275256690176	3.20132594093141
RP11-514P8.8	0.892116631429414	0	3.25225424938803	2.00084032591943	0.957584188967254	0
AC093668.1	0.892116631429414	0	0	0	0	0
POLR2J3	427.323866454689	500.918430106478	517.108425652696	356.149578013659	355.263734106851	296.656203859644
RP11-514P8.7	0	0	0	0	0	0
